please_work,0,1631210958.387,0.1,0.1226,0.1,0.1241
please_work,0,1631210958.433,0.12,0.126,0.12,0.124
please_work,0,1631210958.476,0.2,0.1236,0.12,0.1225
please_work,0,1631210958.516,0.12,0.1225,0.17,0.1223
please_work,0,1631210958.553,0.15,0.1224,0.19,0.1221
please_work,0,1631210958.597,0.13,0.1226,0.14,0.1223
please_work,0,1631210958.636,0.1,0.1225,0.15,0.1223
please_work,0,1631210958.68,0.07,0.1228,0.2,0.1223
please_work,0,1631210958.729,0.07,0.1226,0.15,0.1224
please_work,0,1631210958.777,0.13,0.1224,0.17,0.1224
please_work,0,1631210958.82,0.18,0.1225,0.1,0.1226
please_work,0,1631210958.864,0.22,0.1223,0.11,0.1225
please_work,0,1631210958.905,0.17,0.1224,0.12,0.1225
please_work,0,1631210958.946,0.08,0.1224,0.12,0.1223
please_work,0,1631210958.984,0.2,0.1224,0.21,0.1223
please_work,0,1631210959.028,0.12,0.1226,0.21,0.1222
please_work,0,1631210959.069,0.1,0.1224,0.1,0.1225
please_work,0,1631210959.111,0.18,0.1224,0.12,0.1227
please_work,0,1631210959.155,0.08,0.1226,0.12,0.1225
please_work,0,1631210959.199,0.15,0.1223,0.15,0.1224
please_work,0,1631210959.246,0.15,0.1225,0.2,0.1224
please_work,0,1631210959.286,0.18,0.1225,0.17,0.1224
please_work,0,1631210959.328,0.17,0.1224,0.16,0.1225
please_work,0,1631210959.367,0.13,0.1224,0.11,0.1224
please_work,0,1631210959.416,0.13,0.1226,0.15,0.1225
please_work,0,1631210959.456,0.17,0.1224,0.12,0.1224
please_work,0,1631210959.498,0.23,0.1224,0.09,0.1226
please_work,0,1631210959.534,0.17,0.1225,0.15,0.1224
please_work,0,1631210959.573,0.15,0.1225,0.1,0.1225
please_work,0,1631210959.611,0.17,0.1224,0.16,0.1224
please_work,0,1631210959.646,0.18,0.1223,0.17,0.1224
please_work,0,1631210959.682,0.22,0.1224,0.15,0.1224
please_work,0,1631210959.722,0.1,0.1225,0.17,0.1224
please_work,0,1631210959.763,0.15,0.1224,0.11,0.1225
please_work,0,1631210959.798,0.12,0.1226,0.15,0.1224
please_work,1,1631210959.84,0.1,0.1225,0.17,0.1224
please_work,1,1631210959.878,0.15,0.1225,0.11,0.1225
please_work,1,1631210959.912,0.15,0.1224,0.25,0.1223
please_work,1,1631210959.946,0.12,0.1226,0.11,0.1225
please_work,1,1631210959.982,0.17,0.1225,0.21,0.1223
please_work,1,1631210960.017,0.15,0.1224,0.14,0.1225
please_work,1,1631210960.053,0.17,0.1225,0.21,0.1223
please_work,1,1631210960.087,0.1,0.1226,0.15,0.1225
please_work,1,1631210960.122,0.07,0.1225,0.14,0.1225
please_work,1,1631210960.16,0.18,0.1224,0.15,0.1224
please_work,1,1631210960.197,0.22,0.1223,0.16,0.1224
please_work,1,1631210960.235,0.12,0.1224,0.15,0.1225
please_work,1,1631210960.272,0.12,0.1224,0.12,0.1224
please_work,1,1631210960.312,0.2,0.1224,0.23,0.1224
please_work,1,1631210960.353,0.13,0.1224,0.09,0.1224
please_work,1,1631210960.388,0.13,0.1226,0.23,0.1223
please_work,1,1631210960.431,0.12,0.1224,0.17,0.1224
please_work,1,1631210960.469,0.2,0.1223,0.21,0.1222
please_work,1,1631210960.511,0.2,0.1225,0.16,0.1223
please_work,1,1631210960.556,0.15,0.1224,0.09,0.1225
please_work,1,1631210960.596,0.13,0.1225,0.16,0.1224
please_work,1,1631210960.634,0.18,0.1224,0.15,0.1225
please_work,1,1631210960.676,0.17,0.1224,0.15,0.1224
please_work,1,1631210960.721,0.13,0.1223,0.14,0.1224
please_work,1,1631210960.767,0.13,0.1226,0.2,0.1223
please_work,1,1631210960.811,0.17,0.1224,0.1,0.1225
please_work,1,1631210960.848,0.08,0.1225,0.07,0.1226
please_work,1,1631210960.883,0.17,0.1225,0.19,0.1224
please_work,1,1631210960.918,0.15,0.1225,0.14,0.1225
please_work,1,1631210960.954,0.17,0.1224,0.16,0.1224
please_work,1,1631210960.994,0.18,0.1224,0.19,0.1224
please_work,1,1631210961.033,0.22,0.1223,0.14,0.1224
please_work,1,1631210961.074,0.1,0.1225,0.15,0.1224
please_work,1,1631210961.117,0.15,0.1224,0.15,0.1224
please_work,1,1631210961.162,0.12,0.1226,0.12,0.1225
please_work,2,1631210961.201,0.1,0.1225,0.15,0.1224
please_work,2,1631210961.239,0.15,0.1225,0.1,0.1225
please_work,2,1631210961.279,0.15,0.1224,0.15,0.1225
please_work,2,1631210961.315,0.12,0.1225,0.15,0.1225
please_work,2,1631210961.354,0.17,0.1225,0.15,0.1224
please_work,2,1631210961.393,0.15,0.1224,0.12,0.1225
please_work,2,1631210961.431,0.17,0.1225,0.15,0.1225
please_work,2,1631210961.467,0.1,0.1225,0.12,0.1224
please_work,2,1631210961.503,0.07,0.1225,0.11,0.1224
please_work,2,1631210961.543,0.22,0.1224,0.07,0.1225
please_work,2,1631210961.581,0.15,0.1223,0.17,0.1224
please_work,2,1631210961.616,0.12,0.1224,0.16,0.1224
please_work,2,1631210961.653,0.12,0.1223,0.12,0.1225
please_work,2,1631210961.696,0.2,0.1224,0.15,0.1224
please_work,2,1631210961.736,0.13,0.1224,0.2,0.1224
please_work,2,1631210961.774,0.13,0.1224,0.11,0.1225
please_work,2,1631210961.813,0.12,0.1224,0.17,0.1224
please_work,2,1631210961.848,0.18,0.1223,0.21,0.1224
please_work,2,1631210961.885,0.18,0.1224,0.19,0.1224
please_work,2,1631210961.923,0.23,0.1224,0.31,0.1222
please_work,2,1631210961.963,0.35,0.1223,0.31,0.1223
please_work,2,1631210961.997,0.23,0.1223,0.16,0.1224
please_work,2,1631210962.034,0.23,0.1222,0.25,0.1221
please_work,2,1631210962.07,0.35,0.1219,0.31,0.1222
please_work,2,1631210962.112,0.25,0.1222,0.25,0.1221
please_work,2,1631210962.15,0.3,0.1219,0.29,0.1221
please_work,2,1631210962.19,0.15,0.1226,0.21,0.1223
please_work,2,1631210962.232,0.25,0.122,0.3,0.1217
please_work,2,1631210962.268,0.23,0.1217,0.29,0.1217
please_work,2,1631210962.307,0.38,0.1216,0.16,0.122
please_work,2,1631210962.346,0.2,0.1216,0.26,0.1214
please_work,2,1631210962.383,0.35,0.1217,0.29,0.1211
please_work,2,1631210962.42,0.07,0.122,0.35,0.1205
please_work,2,1631210962.456,0.27,0.1206,0.3,0.1202
please_work,2,1631210962.497,0.37,0.1185,0.12,0.1229
please_work,3,1631210962.533,0.13,0.1209,0.34,0.12
please_work,3,1631210962.567,0.32,0.1183,0.35,0.1183
please_work,3,1631210962.603,0.35,0.1173,0.5,0.1152
please_work,3,1631210962.643,0.32,0.115,0.17,0.1168
please_work,3,1631210962.681,0.25,0.1148,0.3,0.1117
please_work,3,1631210962.72,0.2,0.1162,0.5,0.1075
please_work,3,1631210962.766,0.55,0.1045,0.41,0.1061
please_work,3,1631210962.813,0.33,0.103,0.29,0.1125
please_work,3,1631210962.863,0.43,0.1045,0.39,0.0977
please_work,3,1631210962.898,0.43,0.1008,0.44,0.0985
please_work,3,1631210962.934,0.37,0.1056,0.56,0.0955
please_work,3,1631210962.973,0.58,0.0962,0.54,0.0974
please_work,3,1631210963.016,0.55,0.0929,0.6,0.0826
please_work,3,1631210963.053,0.52,0.0821,0.45,0.0949
